"subjid","alpha","omega_a","omega_i","tau"
1512101,0.528503753467712,2.92729044773852,0.421489283940591,1.90467782980944
1512104,0.821634914328746,10.518282672045,1.449227403381,1.51745458556071
1512105,1.03561844533348,3.22469108308094,1.82823909063303,1.02040758146183
1512106,0.993480188884883,3.25469192637809,0.952359995101599,1.77261627826945
15121107,1.09156455356142,3.83417349223438,5.5442800239087,2.42795653401852
1512108,0.437631555356954,5.57409364080602,2.55186027365053,3.54561037890155
1512110,0.89824914107937,4.49238203593832,2.84788927498735,1.4265752890834
1512111,0.58942473481942,5.92986946332739,5.70003922184938,3.87727821952569
1512113,1.0085961703222,4.13092127475106,4.38311749501809,3.68059775265716
1512114,0.970709482807181,10.158724363953,8.69969919139907,3.93322759556496
1512115,0.737288518869315,1.55575282331394,1.53267266431345,1.18953249735929
1512116,0.981764554643365,5.52967251316554,1.85597716281469,3.40926855262745
1512201,0.732817106248852,7.0064183810316,6.4016849459229,2.45657635168832
1512202,0.952403450650947,11.1132223927466,8.66747061501882,4.3830517628355
1512203,1.11703876291029,9.00165884030545,8.96845553375352,4.50506127281526
1512204,0.830554527904538,1.0062384526175,2.15755624715663,2.34892215057689
15121205,0.485394002309036,1.23192540863649,2.78004554162217,1.98528006018086
15121206,0.953391008580026,8.32898820286808,8.02558313380593,3.56696101480305
15121207,0.925174892201816,4.55759627526531,4.47083394974886,3.60010807730979
1512208,0.959598731789028,7.80858029004403,7.55900981405529,3.51600566686198
1512209,0.631652047107181,2.77553575946029,0.750052462424728,1.61299348048758
1512210,0.579682755269016,1.94640776624519,2.61051325731948,1.45664609003583
1512211,0.953311226166536,0.705608437895416,1.460772331981,2.47092761394674
1512212,0.960643947888418,5.69804241035429,5.45870038764511,3.42852164501505
1512213,0.696959140486586,0.81179282800483,1.95153666621322,3.15069707924279
1512215,1.85294259937109,0.23929105581462,0.246292330336296,4.41873370279691
1512216,0.851228398056959,8.33552343407224,1.55648248086532,1.10388592135178
